CID	CAS	CanonicalSmiles	xlogp	tpsa
3346	55-38-9	CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC	85.1	4.1
87936	19133-14-3	CCCOP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O	113.0	3.7
61098	144-39-8	CCC(=O)OC(C)(CCC=C(C)C)C=C	26.3	3.8
14652	1222-57-7	CS(=O)(=O)C1=CC=C(C=C1)C2=CN3C=CC=CC3=N2	59.8	2.7
1787910	33956-49-9	CC=CC=CCCCCCCCO	20.2	3.9
5284507	40716-66-3	CC(=CCCC(=CCCC(C)(C=C)O)C)C	20.2	4.6
8495	121-90-4	C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)Cl	62.9	2.8
41742	56105-46-5	CC(C)CC(=CCCC(C)(C=C)O)C	20.2	4.0
98723	5117-12-4	C=CC(=O)N1CCOCC1	29.5	-0.1
7590	101-97-3	CCOC(=O)CC1=CC=CC=C1	26.3	2.3
13581	929-37-3	C=COCCOCCO	38.7	0.0
6640	16066-35-6	CC(C)C1=CC=C(C=C1)S(=O)(=O)O	62.8	1.9
1731	95-88-5	C1=CC(=C(C=C1O)O)Cl	40.5	2.1
39033	41764-14-1	CC(C)CCN1C(=O)C2=CC=CC=C2C1=O	37.4	3.2
18503	3173-72-6	C1=CC2=C(C=CC=C2N=C=O)C(=C1)N=C=O	58.9	4.8
17142	2451-62-9	C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4	98.5	-1.5
93486	88678-67-5	CC(C)(C)C1=CC(=CC=C1)OC(=S)N(C)C2=NC(=CC=C2)OC	66.7	5.2
49660	67238-62-4	C1=CC(=CC=C1OC2=C(C=C(C=C2)Cl)NCCl)Cl	21.3	5.4
46988	64050-15-3	CCOCCCOC(=O)C=C	35.5	1.3
31247	123-20-6	CCCC(=O)OC=C	26.3	1.4
62583	5579-78-2	CCCCC1CCCCC(=O)O1	26.3	2.8
12078	619-23-8	C1=CC(=CC(=C1)[N+](=O)[O-])CCl	45.8	2.5
30668	31036-80-3	CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl	33.6	2.6
170391	40553-78-4	COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CC=C8)O)O	161.0	1.5
9575956	7789-83-5	C1=NC(=S)SSSSC(=S)N=C1	190.0	2.5
24433	7756-96-9	CCCCOC(=O)C1=CC=CC=C1N	52.3	3.5
216326	191732-72-6	C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N	92.5	-0.5
5311037	155270-99-8	CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)C=CC3=CC(=C(C=C3)OC)OC)C	76.9	2.5
25015677	1062243-51-9	CN1CCC(CC1)NC(=O)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(CC(C(=O)N4C)(F)F)C5CCCC5)OC	103.0	3.5
127779	101155-02-6	CNC1=C2C(=NC=N1)N(C=N2)CC3=CC=CC=C3F	55.6	2.5
7961	108-86-1	C1=CC=C(C=C1)Br	0.0	3.0
27537	15911-15-6	CC1=C2C(=NN(C(=O)C2=NO1)C3=CC=CC=C3)C	58.7	1.9
120109	28968-09-4	C1CCC(CC1)C2=C(C=C3C(CCC3=C2)C(=O)O)Cl	37.3	5.0
7814	106-50-3	C1=CC(=CC=C1N)N	52.0	-0.3
9853654	5534-95-2	CC(C)(C)OC(=O)NCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N	276.0	1.5
9578410	14052-74-5	C1CCN(CC1)C(=S)NN=CC2=CC=C(O2)[N+](=O)[O-]	119.0	3.1
7185	94-28-0	CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC	71.1	5.4
10928	541-41-3	CCOC(=O)Cl	26.3	1.5
4626	62613-82-5	C1C(CN(C1=O)CC(=O)N)O	83.6	-2.2
4928	1610-18-0	CC(C)NC1=NC(=NC(=N1)OC)NC(C)C	72.0	3.0
3422743	2243-78-9	C1=CC(=CC=C1C2=C(C=C(C=C2)N)[N+](=O)[O-])N	97.9	2.0
37428	36366-93-5	C1=CC=C(C=C1)OCCOCCOCCOCCO	57.2	0.8
6436606	101007-06-1	CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C	85.6	6.8
91766	101463-69-8	C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=C(C=C(C=C2)OC3=C(C=C(C=C3)C(F)(F)F)Cl)F)F	67.4	6.3
9719	369-77-7	C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)C(F)(F)F)Cl	41.1	5.3
27159	15263-53-3	CN(C)C(CSC(=O)N)CSC(=O)N	140.0	0.0
17239	2496-91-5	CCOP(=O)(OCC)SCCS(=O)(=O)CC	103.0	0.1
6988	15932-80-6	CC1CCC(=C(C)C)C(=O)C1	17.1	2.8
13263	834-12-8	CCNC1=NC(=NC(=N1)SC)NC(C)C	88.0	3.0
46387	64037-14-5	COC1=CC2=C(C=C1)OC(=N2)N	61.3	1.8
84488	14520-53-7	C=CCOC1=CC=CC=C1C(=O)N	52.3	1.5
15383325	147126-62-3	CC1CCC(C(C1)OC(=O)C2OC(CS2)O)C(C)C	81.1	3.5
12067	618-85-9	CC1=CC(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-]	91.6	1.9
197760	2315-43-7	CC(C)CCN(C)C	3.2	2.0
8041	110-26-9	C=CC(=O)NCNC(=O)C=C	58.2	0.1
214356	194798-83-9	C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)OP(=O)(O)O	128.0	-0.6
91753	95737-68-1	CC(COC1=CC=C(C=C1)OC2=CC=CC=C2)OC3=CC=CC=N3	40.6	4.8
7344	97-64-3	CCOC(=O)C(C)O	46.5	0.2
3079275	125055-53-0	CCCCNC(=O)C1=CN=C2C=CC=C(N2C1=O)C	61.8	1.8
24405	7724-76-7	CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O)C	126.0	1.1
114750	103300-74-9	CN1C(=O)CC(NC1=O)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)N	171.0	-3.0
8197	112-57-2	C(CNCCNCCNCCN)N	88.1	-2.9
10690	526-95-4	C(C(C(C(C(C(=O)O)O)O)O)O)O	138.0	-3.4
7420	99-06-9	C1=CC(=CC(=C1)O)C(=O)O	57.5	1.5
59708	33996-58-6	CCC(C(=O)N)N1CCCC1=O	63.4	-0.3
157672	25162-00-9	CN1CCCC1C2=CN=CC=C2	16.1	1.2
11427	583-91-5	CSCCC(C(=O)O)O	82.8	0.2
86354	119168-77-3	CCC1=NN(C(=C1Cl)C(=O)NCC2=CC=C(C=C2)C(C)(C)C)C	46.9	4.5
3840	501-30-4	C1=C(OC=C(C1=O)O)CO	66.8	-0.9
23537	7149-79-3	CC1=C(C=C(C=C1)NC(=O)C)Cl	29.1	2.7
4095	76-99-3	CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2	20.3	3.9
16063837	159325-45-8	CC12CCC3C(C1CC(C2=O)N4CCCC4)CCC5C3(CC6C(C5)O6)C	32.8	4.5
170610	42136-31-2	CCOP(=O)(OCC)OC(=C(Br)Br)C1=C(C=C(C=C1)Cl)Cl	44.8	4.1
73303	148016-81-3	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)CNS(=O)(=O)N)C(=O)O)C(C)O	196.0	-3.4
10708	528-44-9	C1=CC(=C(C=C1C(=O)O)C(=O)O)C(=O)O	112.0	0.3
7934	108-44-1	CC1=CC(=CC=C1)N	26.0	1.4
6894	87-60-5	CC1=C(C=CC=C1Cl)N	26.0	3.0
107930	112108-01-7	CN1CCC2=CC(=C(C=C2C3C1CCC4=CC=CC=C34)O)Cl	23.5	4.4
3061969	80085-38-7	CCN(CCCSC1=NN=NN1C)C(=O)C2CCCCC2	89.2	2.7
7840	106-94-5	CCCBr	0.0	2.1
41384	55285-14-8	CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C	67.3	5.7
5281750	480-81-9	CC=C1CC(=C)C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(C)O	76.1	0.7
15797	1843-05-6	CCCCCCCCOC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O	46.5	6.8
196129	84878-61-5	CC1CC(C(OC1C2CC(C(O2)C3(CCC(O3)C4(CCC5(O4)CC(C(C(O5)C(C)C6C(C(C(C(O6)(CC(=O)O)O)C)OC)OC)C)O)C)C)OC7CC(C(C(O7)C)OC)OC)(C)O)C	209.0	3.9
77681	4066-02-8	CC1=CC(=C(C(=C1)C2CCCCC2)O)CC3=C(C(=CC(=C3)C)C4CCCCC4)O	40.5	8.9
12399	629-82-3	CCCCCCCCOCCCCCCCC	9.2	6.9
525	6915-15-7	C(C(C(=O)O)O)C(=O)O	94.8	-1.3
6427	76-12-0	C(C(F)(Cl)Cl)(F)(Cl)Cl	0.0	3.4
6253	69-74-9	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O	129.0	-2.1
91668	58652-20-3	CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4C1=CC(=O)CC4	60.4	2.6
6279	71-58-9 	CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C	60.4	4.1
5362417	123122-55-4	COCCOCC(CC1(CCCC1)C(=O)NC2CCC(CC2)C(=O)O)C(=O)OC3=CC4=C(CCC4)C=C3	111.0	4.0
53315792	9004-38-0	CC(=O)OCC1C(C(C(C(O1)OC2C(OC(C(C2O)OC(=O)C3=CC=CC=C3C(=O)O)O)COC(=O)C)O)OC(=O)C4=CC=CC=C4C(=O)O)O	288.0	-0.6
6628	80-11-5	CC1=CC=C(C=C1)S(=O)(=O)N(C)N=O	75.2	0.6
11271640	500008-45-7	CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br)C(=O)NC)Cl	88.9	4.8
123192	3424-05-3	C1(=C(C(C(=C(Cl)Cl)C1(Cl)Cl)(Cl)Cl)Cl)Cl	0.0	4.9
135739860	84632-59-7	CC(C)(C)C1=CC=C(C=C1)C2=C3C(=C(N2)O)C(=NC3=O)C4=CC=C(C=C4)C(C)(C)C	65.5	6.7
57392	98410-36-7	CC(C)N1C(=N)N=C(C(=N1)C2=C(C(=CC=C2)Cl)Cl)N	77.8	2.7
77672	4053-08-1	C1=CC2=C(C=CC3=C2C(=C1)C(=O)OC3=O)Cl	43.4	3.2
4495	51803-78-2	CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2	110.0	2.6
5062481	27603-25-4	CS(=O)(=O)C1=NN=C(S1)C(F)(F)F	96.5	0.9
156310	74789-64-3	C1=CC=C(C=C1)CC2=NC3=CC=CC=C3N2CCP(=O)(OCCCl)OCCCl	53.4	3.8
21027	4920-79-0	COC1=C(C=C(C=C1)[N+](=O)[O-])Cl	55.1	2.5
61503	10326-41-7	CC(C(=O)O)O	57.5	-0.7
10220256	587-63-3	COC1=CC(=O)OC(C1)CCC2=CC=CC=C2	35.5	2.8
3378440	81-55-0	C1=CC(=C2C(=C1[N+](=O)[O-])C(=O)C3=C(C=CC(=C3C2=O)O)[N+](=O)[O-])O	166.0	2.4
162838	57729-86-9	C1=C(C=C(C(=C1C(F)(F)F)NC2=C(C=C(C=C2Br)Br)Br)[N+](=O)[O-])[N+](=O)[O-]	104.0	6.6
62477	3054-95-3	CCOC(C=C)OCC	18.5	1.4
9954540	742693-38-5	C1CCNC(C1)C(C2=CC=CC=C2)NC(=O)C3=C(C(=CC=C3)C(F)(F)F)Cl	41.1	4.7
12842	713-68-8	C1=CC=C(C=C1)OC2=CC=CC(=C2)O	29.5	3.6
118138	34184-82-2	CC(=O)C1(CCC2C1(CC=C3C2CCC4=CC(=O)CCC43C)C)O	54.4	2.1
2723856	5856-63-3	CCC(CO)N	46.3	-0.4
1493	51-28-5	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O	112.0	1.7
4486	130636-43-0	CN1C(=CC(=O)N(C1=O)C)NCCN(CCCC2=CC=C(C=C2)[N+](=O)[O-])CCO	122.0	1.1
6210220	874-66-8	CC(=CC1=CC=CO1)C=O	30.2	1.6
3068036	82697-77-6	COC1=C(C=C(C=C1)C2NC(=O)CCS2)OC	72.9	1.5
12361	628-89-7	C(COCCCl)O	29.5	0.0
3055294	72239-33-9	C1CSC(=N1)NCC2=CC(=CC=C2)C(F)(F)F	49.7	2.5
92365	63278-33-1	C1=CC=C(C=C1)C(=NOCC#N)C#N	69.2	1.9
12294	626-82-4	CCCCCC(=O)OCCCC	26.3	3.3
209256	19594-18-4	CCSCCOC1=CC=C(C=C1)[N+](=O)[O-]	80.4	3.2
4464462	2004-62-8	C(CCCNCCC#N)CCNCCC#N	71.6	0.2
15427	1640-39-7	CC1=NC2=CC=CC=C2C1(C)C	12.4	2.3
11105289	11077-03-5	CC1CC2(C(OC(C1)(O2)CCCCCCCC(CC3C(C(C(C(O3)(CC(C(C)C=CC(CCC(C(C4CC(C(C(O4)CC(C(CC5C(C(C(C(O5)CC(C=CC=CCC(C(C(CC=CC(=C)CCC(C(C(C(C)CC6C(C(C(C(O6)C=CC(C(CC7CC8CC(O7)C(O8)CCC9C(CC(O9)CN)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)CC(C)CCCCCC(C(C(C(C(C1C(C(C(C(O1)CC(C(C(=CC(CC(C)C(C(=O)NC=CC(=O)NCCCO)O)O)C)O)O)O)O)O)O)O)O)O)O)C	1030.0	-6.6
70248	929-59-9	C(COCCOCCN)N	70.5	-2.0
228987	80-54-6	CC(CC1=CC=C(C=C1)C(C)(C)C)C=O	17.1	3.9
3087722	115960-14-0	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC4=C(C(=C3)OCCO)C(=O)C=C(O4)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O	244.0	-1.7
198097	30677-46-4	CCCCCCCCCCCCNCC(C)N	38.1	4.9
8049	110-40-7	CCOC(=O)CCCCCCCCC(=O)OCC	52.6	3.5
8380	119-07-3	CCCCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC	52.6	10.1
30360	20917-49-1	C1CCCN(CCC1)N=O	32.7	1.5
104143	52298-44-9	COC1=CC(=C(C=C1N)OC)S(=O)(=O)NC2=CC=CC=C2	99.0	1.7
735940	25398-39-4	CC(=O)C=CC1=CC=CO1	30.2	1.4
10208	481-74-3	CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O	74.6	3.5
71209	5571-97-1	CN1C(S(=O)(=O)CCC1=O)C2=CC(=C(C=C2)Cl)Cl	62.8	1.7
207507	30129-30-7	CCCC(CCC)C(=O)OC1=C(C=CC(=C1)C(C)C)C	26.3	6.0
153909	101200-48-0	CC1=NC(=NC(=N1)OC)N(C)C(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC	149.0	1.2
3058754	169590-41-4	COC1=C(C=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)F)F	95.6	2.8
197862	6988-20-1	CC1COC(O1)C2=CC=CC=C2OC(=O)NC	56.8	1.3
6448119	81719-55-3	CC=C(C)C(=O)N1CCCC2=C1C=CC(=C2)C	20.3	3.2
74879	2040-10-0	CC1=CC(=CC(=C1C(=O)C)C)C(C)(C)C	17.1	4.0
11830	607-35-2	C1=CC2=C(C(=C1)[N+](=O)[O-])N=CC=C2	58.7	1.4
9548595	474-40-8	CC=C(CCC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4C)O)C)C)C(C)C	20.2	9.0
3057231	73986-95-5	C1=CC(=C(C=C1Cl)Cl)OC(CO)O	49.7	1.9
1801075	96753-85-4	C1C2=NNC(=O)N2C3=C(O1)C(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-]	146.0	0.4
15942827	23261-20-3	C1C(O1)C(C(C2CO2)O)O	65.5	-1.3
26124	13593-03-8	CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1	85.6	4.4
341	536-08-3	C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)O	165.0	1.1
6258	70-10-0	C1=CC2=C(C=C1Cl)SNC2=O	54.4	1.9
3068038	82697-79-8	COC1=CC=C(C=C1)C2NC(=O)CCS2	63.6	1.5
14242	1119-40-0	COC(=O)CCCC(=O)OC	52.6	0.6
637921	4786-20-3	CC=CC#N	23.8	0.8
9570364	21062-28-2	CCN1CCCC(C1)NC2=NC(=NC(=C2)C)N=C(N)NC3=CC(=C(C=C3)Cl)Cl	91.5	3.9
448537	56-53-1	CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O	40.5	5.1
100921	58995-44-1	COP(=S)(OC)SCN1C(=O)CCC1=O	113.0	0.7
69091	607-88-5	CC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O	46.5	4.1
24360	7689-03-4	CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O	79.7	1.0
68610	3753-81-9	C1=CC(=CC=C1C(=O)O)OCCCOC2=CC=C(C=C2)C(=O)O	93.1	3.0
55456	85977-49-7	CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O	108.0	0.2
4474	55985-32-5	CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC	114.0	3.8
77436	3818-80-2	CC(C)OP(=S)(CCl)OP(=O)(OC(C)C)OC(C)C	86.1	3.7
27867	16409-45-3	CC1CCC(C(C1)OC(=O)C)C(C)C	26.3	3.6
6437380	82186-77-4	CCCCN(CCCC)CC(C1=CC(=CC2=C1C3=C(C2=CC4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O	23.5	8.7
18502	3173-53-3	C1CCC(CC1)N=C=O	29.4	2.8
2194	532-11-6	COC1=CC=C(C=C1)C2=CC(=S)SS2	91.9	2.8
71916	26750-81-2	COC1=CC(=CC(=C1O)C(=O)NCCO)CC=C	78.8	1.8
5487	51322-75-9	C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl	90.4	1.1
91587	27605-76-1	C=CCOC1=NS(=O)(=O)C2=CC=CC=C21	64.1	1.4
5356	61-56-3	C1CCS(=O)(=O)N(C1)C2=CC=C(C=C2)S(=O)(=O)N	114.0	0.1
2727	94-20-2	CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl	83.7	2.3
54687772	207736-05-8	CC1=CC(=C(C=C1CO)C(C)(C)C)SC2=C(CC(OC2=O)(CCC3=CC=C(C=C3)N)C(C)C)O	118.0	6.3
410467	31121-11-6	C1=CC=C(C=C1)NCCCO	32.3	1.8
9330	302-40-9	CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O	49.8	2.6
465418	171744-42-6	CCC(C)C(C(=O)O)NC(=O)C1=CC=CC=C1SSC2=CC=CC=C2C(=O)NC(C(C)CC)C(=O)O	183.0	5.2
13662	941-69-5	C1=CC=C(C=C1)N2C(=O)C=CC2=O	37.4	1.1
28207	17026-81-2	CCOC1=C(C=C(C=C1)NC(=O)C)N	64.4	0.7
6418	75-99-0	CC(C(=O)O)(Cl)Cl	37.3	1.3
168089	23191-75-5	CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C(F)(F)F)C(=O)OCC)C)C	64.6	4.2
671690	40796-97-2	CN1C2CCC1CC(C2)OC(=O)C3=CC(=CC(=C3)Cl)Cl	29.5	4.2
18392	3121-61-7	COCCOC(=O)C=C	35.5	0.3
5851439	142891-20-1	CCOC(=O)C(=CC1=C(C=CC(=C1)N2C(=O)C3=C(C2=O)CCCC3)Cl)Cl	63.7	4.5
91757	97886-45-8	CC(C)CC1=C(C(=NC(=C1C(=O)SC)C(F)(F)F)C(F)F)C(=O)SC	97.6	4.8
7975	109-06-8	CC1=CC=CC=N1	12.9	1.1
16218599	1338-39-2	CCCCCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O	96.2	3.7
64139	154598-52-4	C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F	38.3	4.0
5379	112811-59-3	CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F	82.1	-0.7
77287	3698-89-3	CCCCCCCCCCCCSC	25.3	6.5
61055	123-00-2	C1COCCN1CCCN	38.5	-0.7
135410906	121288-39-9	C=CCN1C2=C(N=C(NC2=O)N)N(C1=O)C3C(C(C(O3)CO)O)O	161.0	-2.7
3033871	2687-94-7	CCCCCCCCN1CCCC1=O	20.3	3.2
8332	117-27-1	CC(C(C1=CC=C(C=C1)Cl)C2=CC=C(C=C2)Cl)[N+](=O)[O-]	45.8	5.2
170833	89-79-2	CC1CCC(C(C1)O)C(=C)C	20.2	3.0
75903	2694-54-4	C=CCOC(=O)C1=CC(=C(C=C1)C(=O)OCC=C)C(=O)OCC=C	78.9	3.7
3032361	830-89-7	CC(C)CC1C(=O)N(C(=S)N1)CC=C	64.4	2.1
37768	37517-28-5	C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N	332.0	-7.9
11565	591-22-0	CC1=CC(=CN=C1)C	12.9	1.8
38251	39227-28-6	C1=C2C(=CC(=C1Cl)Cl)OC3=C(O2)C(=C(C(=C3Cl)Cl)Cl)Cl	18.5	8.4
170344	63245-28-3	CCC1=C(C(=CC=C1)CC)NC(=O)CN(CC(=O)O)CC(=O)O	107.0	-1.2
201484	6071-32-5	CCCCCCCCC(CCO)O	40.5	3.2
7106	92-81-9	C1C2=CC=CC=C2NC3=CC=CC=C31	12.0	3.5
7064	91-76-9	C1=CC=C(C=C1)C2=NC(=NC(=N2)N)N	90.7	1.4
3054402	71280-74-5	C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)NCC(=O)O	49.3	0.4
643918	14205-39-1	CC(=CC(=O)OC)N	52.3	0.6
25809	13256-19-4	CC(=O)OCCN(CCOC(=O)C)N=O	85.3	0.0
16221	112-69-6	CCCCCCCCCCCCCCCCN(C)C	3.2	8.0
8068	110-68-9	CCCCNC	12.0	1.3
22079	5826-91-5	CCCC1=CC(=NC(=N1)C)OP(=S)(OCC)OCC	85.6	3.8
7471	99-97-8	CC1=CC=C(C=C1)N(C)C	3.2	2.8
6374	75-47-8	C(I)(I)I	0.0	2.7
52642	73839-60-8	CC1=CC(=C(C=C1)N=CNSN(CC2=CC=CC=C2)CC3=CC=CC=C3)C	52.9	5.8
11254	1464-53-5	C1C(O1)C2CO2	25.1	-0.5
7319	96-98-0	CC1=C(C=C(C=C1)C(=O)O)[N+](=O)[O-]	83.1	1.9
11150163	70630-17-0	CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC	55.8	1.6
107901	133855-98-8	C1=CC=C(C(=C1)C2C(O2)(CN3C=NC=N3)C4=CC=C(C=C4)F)Cl	43.2	3.2
9672	360-53-2	COC(=C(C(F)(F)F)C(F)(F)F)F	9.2	3.0
118034	33210-40-1	CCC1(CNC(=NC1)C(C2=CC=C(C=C2)Cl)OCC)CC	33.6	3.7
441199	35607-66-0	COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3	202.0	0.0
69027	598-98-1	CC(C)(C)C(=O)OC	26.3	1.8
6323	74-83-9	CBr	0.0	1.0
8416	120-07-0	C1=CC=C(C=C1)N(CCO)CCO	43.7	0.4
37325	35967-28-3	CN(C)N=NC1=CC=CC=C1C(=O)OC	54.3	2.5
68862	66304-03-8	CCN1CCCC1CNC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O	52.6	3.0
93504	94535-50-9	CC1(C(C(C2=C(O1)C=CC(=C2)C#N)N3CCCC3=O)O)C	73.6	0.8
6974	89-58-7	CC1=CC(=C(C=C1)C)[N+](=O)[O-]	45.8	2.5
65550	1114-34-7	C(C(C(C(C=O)O)O)O)O	98.0	-2.3
9687	362-74-3	CCCC(=O)NC1=C2C(=NC=N1)N(C=N2)C3C(C4C(O3)COP(=O)(O4)O)OC(=O)CCC	164.0	-0.5
74563	1821-02-9	CCCC(=O)C(=O)O	54.4	0.5
75504	2425-19-6	CCOP(=S)(CCl)OC1=CC=C(C=C1)[N+](=O)[O-]	96.4	4.1
104762	50924-49-7	C1=NC(=C(N1C2C(C(C(O2)CO)O)O)O)C(=O)N	151.0	-1.9
8766	139-66-2	C1=CC=C(C=C1)SC2=CC=CC=C2	25.3	4.5
75267	2255-15-4	COP(=O)(OC)OC1=CC(=C(C=C1)[N+](=O)[O-])Cl	90.6	1.8
26975	14938-35-3	CCCCCC1=CC=C(C=C1)O	20.2	3.7
23436	7005-72-3	C1=CC=C(C=C1)OC2=CC=C(C=C2)Cl	9.2	4.3
5911905	17243-64-0	CCN1C(=CC(=O)OCC)SC(C1=O)N2CCCCC2	75.2	2.0
33767	27292-19-9	CCOC(=O)CCC1(C2=CC=CC=C2C3=CC=CC=C31)CCC(=O)OCC	52.6	4.4
656655	488-41-5	C(C(C(C(C(CBr)O)O)O)O)Br	80.9	-0.3
27400	15574-96-6	CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1	31.5	3.8
6450719	117683-18-8	CCCOC1=C(C=C(C=C1)C=CC(=S)OCC)OC	59.8	4.0
29574	19406-51-0	CC1=C(C=C(C=C1[N+](=O)[O-])N)[N+](=O)[O-]	118.0	1.1
91632	39801-14-4	C12C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl	0.0	5.0
47147	64058-22-6	CCCN=C(C(C1=CC=CC=C1)OCC)N2CCCCCC2	24.8	3.9
6436135	128312-51-6	CCC(CC)(CC(=O)NC1=CC=CC(=C1)C=CC2=NC(=CS2)C3CCC3)C(=O)O	108.0	4.6
19837	3938-45-2	CC(C)C1=CC(=CC=C1)OC(=O)N(C)C	29.5	2.8
65681	90162-60-0	CC(C)CN1C=NC2=C1C(=O)N(C(=O)N2C)C	58.4	0.8
8563	131-27-1	C1=CC2=C(C=C(C=C2S(=O)(=O)O)N)C(=C1)S(=O)(=O)O	152.0	0.0
27941	16587-71-6	CCC(C)(C)C1CCC(=O)CC1	17.1	2.9
19395	3689-24-5	CCOP(=S)(OCC)OP(=S)(OCC)OCC	110.0	3.9
31279	124-02-7	C=CCNCC=C	12.0	1.1
3062600	98519-24-5	CC1COC(O1)(CN2C=NC=N2)C3=CC4=CC=CC=C4O3	62.3	1.7
3292	86-35-1	CCN1C(=O)C(NC1=O)C2=CC=CC=C2	49.4	1.0
91467	523-86-4	CC1CC(CC(C1=O)C(CC2CC(=O)NC(=O)C2)O)(C)O	104.0	-0.7
3286	563-12-2	CCOP(=S)(OCC)SCSP(=S)(OCC)OCC	152.0	5.1
16493	2136-79-0	C1(=C(C(=C(C(=C1Cl)Cl)C(=O)O)Cl)Cl)C(=O)O	74.6	3.7
3035142	26501-80-4	C1C2C(C(O1)Cl)C3(C(C(=O)C2(C3(Cl)Cl)Cl)Cl)Cl	26.3	3.3
