name	severity	CID	MolecularFormula	MolecularWeight	CanonicalSMILES	IUPACName	LogP	TPSA	fp
terbutaline	3	5403	C12H19NO3	225.28	CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O	5-[2-(tert-butylamino)-1-hydroxyethyl]benzene-1,3-diol	1.5192999999999999	72.72	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385cbd0>
colestipol	3	62816	C11H28ClN5O	281.83	C1C(O1)CCl.C(CNCCNCCNCCN)N	N'-[2-[2-(2-aminoethylamino)ethylamino]ethyl]ethane-1,2-diamine;2-(chloromethyl)oxirane	-1.7033999999999958	100.66	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385c8d0>
desmopressin	3	5311065	C46H64N14O12S2	1069.2	C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N	(2S)-N-[(2R)-1-[(2-amino-2-oxoethyl)amino]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]-1-[(4R,7S,10S,13S,16S)-7-(2-amino-2-oxoethyl)-10-(3-amino-3-oxopropyl)-13-benzyl-16-[(4-hydroxyphenyl)methyl]-6,9,12,15,18-pentaoxo-1,2-dithia-5,8,11,14,17-pentazacycloicosane-4-carbonyl]pyrrolidine-2-carboxamide	-4.341700000000017	437.9099999999999	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385c0f0>
marinol	3	16078	C21H30O2	314.5	CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)C)O	(6aR,10aR)-6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol	5.7358000000000064	29.46	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385c990>
acetohydroxamic acid	3	1990	C2H5NO2	75.07	CC(=O)NO	N-hydroxyacetamide	-0.4882999999999999	49.33	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385c1b0>
hydromorphone	3	5284570	C17H19NO3	285.34	CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4	(4R,4aR,7aR,12bS)-9-hydroxy-3-methyl-1,2,4,4a,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one	1.6302999999999999	49.77	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385c870>
misoprostol	3	5282381	C22H38O5	382.5	CCCCC(C)(CC=CC1C(CC(=O)C1CCCCCCC(=O)OC)O)O	methyl 7-[(1R,2R,3R)-3-hydroxy-2-[(E)-4-hydroxy-4-methyloct-1-enyl]-5-oxocyclopentyl]heptanoate	3.9536000000000047	83.83000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385c750>
milrinone	3	4197	C12H9N3O	211.22	CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2	6-methyl-2-oxo-5-pyridin-4-yl-1H-pyridine-3-carbonitrile	1.6169999999999998	69.53999999999999	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385cf30>
l-cysteine	3	5862	C3H7NO2S	121.16	C(C(C(=O)O)N)S	(2R)-2-amino-3-sulfanylpropanoic acid	-0.6719	63.31999999999999	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385cc30>
goserelin	3	5311128	C59H84N18O14	1269.4	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6	(2S)-N-[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2R)-1-[[(2S)-1-[[(2S)-1-[(2S)-2-[(carbamoylamino)carbamoyl]pyrrolidin-1-yl]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-[(2-methylpropan-2-yl)oxy]-1-oxopropan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-5-oxopyrrolidine-2-carboxamide	-3.1057000000000246	495.8899999999999	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385cdb0>
metoprolol succinate	3	62937	C34H56N2O10	652.8	CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.C(CC(=O)O)C(=O)O	butanedioic acid;1-[4-(2-methoxyethyl)phenoxy]-3-(propan-2-ylamino)propan-2-ol	3.1622000000000012	176.04	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385e2d0>
enoxaparin	3	772	C26H42N2O37S5	1134.9	CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O	6-[6-[6-[5-acetamido-4,6-dihydroxy-2-(sulfooxymethyl)oxan-3-yl]oxy-2-carboxy-4-hydroxy-5-sulfooxyoxan-3-yl]oxy-2-(hydroxymethyl)-5-(sulfoamino)-4-sulfooxyoxan-3-yl]oxy-3,4-dihydroxy-5-sulfooxyoxane-2-carboxylic acid	-10.711900000000018	610.4900000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385e1b0>
perindopril	3	107807	C19H32N2O5	368.5	CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O	(2S,3aS,7aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxopentan-2-yl]amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid	1.9405999999999999	95.94000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385e630>
anagrelide	3	135409400	C10H7Cl2N3O	256.08	C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3	6,7-dichloro-3,5-dihydro-1H-imidazo[2,1-b]quinazolin-2-one	1.9263000000000001	44.7	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385e450>
tinzaparin	3	772	C26H42N2O37S5	1134.9	CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O	6-[6-[6-[5-acetamido-4,6-dihydroxy-2-(sulfooxymethyl)oxan-3-yl]oxy-2-carboxy-4-hydroxy-5-sulfooxyoxan-3-yl]oxy-2-(hydroxymethyl)-5-(sulfoamino)-4-sulfooxyoxan-3-yl]oxy-3,4-dihydroxy-5-sulfooxyoxane-2-carboxylic acid	-10.711900000000018	610.4900000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385e090>
glatiramer acetate	3	3081884	C25H45N5O13	623.7	CC(C(=O)O)N.CC(=O)O.C1=CC(=CC=C1CC(C(=O)O)N)O.C(CCN)CC(C(=O)O)N.C(CC(=O)O)C(C(=O)O)N	acetic acid;(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid;(2S)-2-aminopentanedioic acid;(2S)-2-aminopropanoic acid;(2S)-2,6-diaminohexanoic acid	-1.3538999999999932	374.13	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385c690>
dolasetron	3	3033818	C19H20N2O3	324.4	C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54	[(3S,7R)-10-oxo-8-azatricyclo[5.3.1.03,8]undecan-5-yl] 1H-indole-3-carboxylate	2.519000000000001	62.4	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385e030>
remifentanil	3	60815	C20H28N2O5	376.4	CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC	methyl 1-(3-methoxy-3-oxopropyl)-4-(N-propanoylanilino)piperidine-4-carboxylate	2.0002999999999997	76.15000000000002	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385e4b0>
tiagabine	3	60648	C20H25NO2S2	375.6	CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C	(3R)-1-[4,4-bis(3-methylthiophen-2-yl)but-3-enyl]piperidine-3-carboxylic acid	5.044840000000004	40.540000000000006	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385e9f0>
eprosartan	3	5281037	C23H24N2O4S	424.5	CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O	4-[[2-butyl-5-[(E)-2-carboxy-3-thiophen-2-ylprop-1-enyl]imidazol-1-yl]methyl]benzoic acid	4.744400000000003	92.42	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385eb10>
zolmitriptan	3	60857	C16H21N3O2	287.36	CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3	(4S)-4-[[3-[2-(dimethylamino)ethyl]-1H-indol-5-yl]methyl]-1,3-oxazolidin-2-one	1.9228999999999998	57.36	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385e3f0>
nelfinavir	3	64143	C32H45N3O4S	567.8	CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O	(3S,4aS,8aS)-N-tert-butyl-2-[(2R,3R)-2-hydroxy-3-[(3-hydroxy-2-methylbenzoyl)amino]-4-phenylsulfanylbutyl]-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinoline-3-carboxamide	4.747620000000005	101.9	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385ec30>
lepirudin	3	118856773	C287H440N80O111S6	6979	CCC(C)C1C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC2C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)C(C)C)CC(=O)N)CO)CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C3CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3)CC(C)C)CC(=O)N)CCC(=O)N)CO)CCC(=O)O)C(C)O)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)N)C(=O)N1)CCCCN)CC(=O)N)CCC(=O)N)C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)NC(CCCCN)C(=O)N6CCCC6C(=O)NC(CCC(=O)N)C(=O)NC(CO)C(=O)NC(CC7=CNC=N7)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CC8=CC=CC=C8)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)CC)C(=O)N9CCCC9C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)O)CCC(=O)N)CC(=O)N)CCCCN)CCC(=O)O)CC(=O)O)CO)CC(C)C	(2S)-5-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-1-[(2S,3S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-4-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[(2S)-1-[(2S)-6-amino-2-[[(2S)-1-[(2S,3R)-2-[[2-[[(2S)-2-[[2-[[(2S,3R)-2-[[(2S)-2-[[(1R,6R,9S,12S,15S,18S,24S,27S,33S,36S,39R,44R,47S,53S,56S,59S,67S,73S,76S)-15,76-bis(4-aminobutyl)-44-[[(2S)-2-[[(4R,7S,10S,13S,19S,22S,25S,28R)-28-[[(2S)-2-[[(2S,3R)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S)-2-amino-4-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-3-hydroxybutanoyl]amino]-3-carboxypropanoyl]amino]-10-(2-amino-2-oxoethyl)-13-(3-amino-3-oxopropyl)-22-(2-carboxyethyl)-25-[(1R)-1-hydroxyethyl]-19-(hydroxymethyl)-7-(2-methylpropyl)-6,9,12,15,18,21,24,27-octaoxo-1,2-dithia-5,8,11,14,17,20,23,26-octazacyclononacosane-4-carbonyl]amino]-4-methylpentanoyl]amino]-12,56,73-tris(2-amino-2-oxoethyl)-9,67-bis(3-amino-3-oxopropyl)-36-[(2S)-butan-2-yl]-18,47-bis(2-carboxyethyl)-24-(carboxymethyl)-27,53-bis(hydroxymethyl)-33-(2-methylpropyl)-8,11,14,17,20,23,26,29,32,35,38,45,48,51,54,57,60,62,65,68,71,74,77-tricosaoxo-59-propan-2-yl-3,4,41,42-tetrathia-7,10,13,16,19,22,25,28,31,34,37,46,49,52,55,58,61,63,66,69,72,75,78-tricosazabicyclo[37.22.17]octaheptacontane-6-carbonyl]amino]-3-methylbutanoyl]amino]-3-hydroxybutanoyl]amino]acetyl]amino]-4-carboxybutanoyl]amino]acetyl]amino]-3-hydroxybutanoyl]pyrrolidine-2-carbonyl]amino]hexanoyl]pyrrolidine-2-carbonyl]amino]-5-oxopentanoyl]amino]-3-hydroxypropanoyl]amino]-3-(1H-imidazol-4-yl)propanoyl]amino]-4-oxobutanoyl]amino]-3-carboxypropanoyl]amino]acetyl]amino]-3-carboxypropanoyl]amino]-3-phenylpropanoyl]amino]-4-carboxybutanoyl]amino]-4-carboxybutanoyl]amino]-3-methylpentanoyl]pyrrolidine-2-carbonyl]amino]-4-carboxybutanoyl]amino]-4-carboxybutanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-4-methylpentanoyl]amino]-5-oxopentanoic acid	-41.666599999999555	3107.1200000000053	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385eab0>
paricalcitol	3	5281104	C27H44O3	416.6	CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C	(1R,3R)-5-[(2E)-2-[(1R,3aS,7aR)-1-[(E,2R,5S)-6-hydroxy-5,6-dimethylhept-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]cyclohexane-1,3-diol	5.560600000000008	60.69	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385ed50>
rivastigmine	3	77991	C14H22N2O2	250.34	CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C	[3-[(1S)-1-(dimethylamino)ethyl]phenyl] N-ethyl-N-methylcarbamate	2.7597000000000014	32.78	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385e810>
ziprasidone	3	60854	C21H21ClN4OS	412.9	C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54	5-[2-[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]ethyl]-6-chloro-1,3-dihydroindol-2-one	3.809000000000002	48.47	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385ee10>
risedronate	3	5245	C7H11NO7P2	283.11	C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O	(1-hydroxy-1-phosphono-2-pyridin-3-ylethyl)phosphonic acid	-0.3744000000000003	148.18	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385e330>
candesartan	3	2541	C24H20N6O3	440.5	CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O	2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid	4.028600000000003	118.81000000000002	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385e7b0>
sildenafil	3	135398744	C22H30N6O4S	474.6	CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C	5-[2-ethoxy-5-(4-methylpiperazin-1-yl)sulfonylphenyl]-1-methyl-3-propyl-6H-pyrazolo[4,3-d]pyrimidin-7-one	1.6109	113.42	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385eed0>
acebutolol	3	1978	C18H28N2O4	336.4	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	N-[3-acetyl-4-[2-hydroxy-3-(propan-2-ylamino)propoxy]phenyl]butanamide	2.3655	87.66	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385ea50>
cevimeline	3	83898	C10H17NOS	199.32	CC1OC2(CN3CCC2CC3)CS1	(2R,5R)-2-methylspiro[1,3-oxathiolane-5,3'-1-azabicyclo[2.2.2]octane]	1.5602	12.47	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385ef90>
amprenavir	3	65016	C25H35N3O6S	505.6	CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N	[(3S)-oxolan-3-yl] N-[(2S,3R)-4-[(4-aminophenyl)sulfonyl-(2-methylpropyl)amino]-3-hydroxy-1-phenylbutan-2-yl]carbamate	2.4028	131.19000000000003	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385eb70>
oxcarbazepine	3	34312	C15H12N2O2	252.27	C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N	5-oxo-6H-benzo[b][1]benzazepine-11-carboxamide	2.6422	63.400000000000006	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385ebd0>
levothyroxine	3	5819	C15H11I4NO4	776.87	C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N	(2S)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid	4.557300000000002	92.78	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385e750>
verteporfin	3	11980904	C82H84N8O16	1437.6	CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C.CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)O)C(=C3C)CCC(=O)OC)C=C	3-[(23S,24R)-14-ethenyl-22,23-bis(methoxycarbonyl)-5-(3-methoxy-3-oxopropyl)-4,10,15,24-tetramethyl-25,26,27,28-tetrazahexacyclo[16.6.1.13,6.18,11.113,16.019,24]octacosa-1,3,5,7,9,11(27),12,14,16,18(25),19,21-dodecaen-9-yl]propanoic acid;3-[(23S,24R)-14-ethenyl-22,23-bis(methoxycarbonyl)-9-(3-methoxy-3-oxopropyl)-4,10,15,24-tetramethyl-25,26,27,28-tetrazahexacyclo[16.6.1.13,6.18,11.113,16.019,24]octacosa-1,3,5,7,9,11(27),12,14,16,18(25),19,21-dodecaen-5-yl]propanoic acid	13.438479999999984	347.12	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385ecf0>
linezolid	3	441401	C16H20FN3O4	337.35	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F	N-[[(5S)-3-(3-fluoro-4-morpholin-4-ylphenyl)-2-oxo-1,3-oxazolidin-5-yl]methyl]acetamide	1.1235999999999995	71.11	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385e930>
colesevelam	3	160051	C31H67Cl3N4O	618.2	CCCCCCCCCCNCC=C.C[N+](C)(C)CCCCCCNCC=C.C=CCN.C1C(O1)CCl.Cl.[Cl-]	2-(chloromethyl)oxirane;prop-2-en-1-amine;N-prop-2-enyldecan-1-amine;trimethyl-[6-(prop-2-enylamino)hexyl]azanium;chloride;hydrochloride	4.112200000000007	62.61	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385edb0>
gemifloxacin	3	9571107	C18H20FN5O4	389.4	CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F	7-[(4Z)-3-(aminomethyl)-4-methoxyiminopyrrolidin-1-yl]-1-cyclopropyl-6-fluoro-4-oxo-1,8-naphthyridine-3-carboxylic acid	0.9659999999999995	123.04	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338644b0>
desloratadine	3	124087	C19H19ClN2	310.8	C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4	13-chloro-2-piperidin-4-ylidene-4-azatricyclo[9.4.0.03,8]pentadeca-1(11),3(8),4,6,12,14-hexaene	4.018900000000003	24.92	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385e570>
galantamine	3	9651	C17H21NO3	287.35	CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O	(1S,12S,14R)-9-methoxy-4-methyl-11-oxa-4-azatetracyclo[8.6.1.01,12.06,17]heptadeca-6(17),7,9,15-tetraen-14-ol	1.8503000000000003	41.93000000000001	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385ec90>
arsenic trioxide	3	14888	As2O3	197.841	[O-2].[O-2].[O-2].[As+3].[As+3]	arsenic(3+);oxygen(2-)	-1.118	85.5	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33864150>
valganciclovir	3	135413535	C14H22N6O5	354.36	CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N	[2-[(2-amino-6-oxo-1H-purin-9-yl)methoxy]-3-hydroxypropyl] (2S)-2-amino-3-methylbutanoate	-1.4366999999999983	171.37000000000003	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d3385e210>
baclofen	3	2284	C10H12ClNO2	213.66	C1=CC(=CC=C1C(CC(=O)O)CN)Cl	4-amino-3-(4-chlorophenyl)butanoic acid	1.8569999999999995	63.31999999999999	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338643f0>
ertapenem	3	150610	C22H25N3O7S	475.5	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O	(4R,5S,6S)-3-[(3S,5S)-5-[(3-carboxyphenyl)carbamoyl]pyrrolidin-3-yl]sulfanyl-6-[(1R)-1-hydroxyethyl]-4-methyl-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid	0.9406999999999996	156.26999999999998	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33864510>
tadalafil	3	110635	C22H19N3O4	389.4	CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36	(2R,8R)-2-(1,3-benzodioxol-5-yl)-6-methyl-3,6,17-triazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),11,13,15-tetraene-4,7-dione	2.2113000000000005	74.87	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338648d0>
betaxolol	3	2369	C18H29NO3	307.4	CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O	1-[4-[2-(cyclopropylmethoxy)ethyl]phenoxy]-3-(propan-2-ylamino)propan-2-ol	2.393400000000001	50.72	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33864690>
vardenafil	3	135400189	C23H32N6O4S	488.6	CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C	2-[2-ethoxy-5-(4-ethylpiperazin-1-yl)sulfonylphenyl]-5-methyl-7-propyl-3H-imidazo[5,1-f][1,2,4]triazin-4-one	2.0704199999999995	112.89999999999999	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338646f0>
bisoprolol	3	2405	C18H31NO4	325.4	CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O	1-(propan-2-ylamino)-3-[4-(2-propan-2-yloxyethoxymethyl)phenoxy]propan-2-ol	2.3659000000000003	59.95	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d338640f0>
bleomycin	3	5360373	C55H84N17O21S3+	1415.6	CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O	3-[[2-[2-[2-[[(2S,3R)-2-[[(2S,3S,4R)-4-[[(2S,3R)-2-[[6-amino-2-[(1S)-3-amino-1-[[(2S)-2,3-diamino-3-oxopropyl]amino]-3-oxopropyl]-5-methylpyrimidine-4-carbonyl]amino]-3-[3-[4-carbamoyloxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-(1H-imidazol-5-yl)propanoyl]amino]-3-hydroxy-2-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]ethyl]-1,3-thiazol-4-yl]-1,3-thiazole-4-carbonyl]amino]propyl-dimethylsulfanium	-7.703580000000028	627.07	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33864b10>
acamprosate	3	71158	C5H11NO4S	181.21	CC(=O)NCCCS(=O)(=O)O	3-acetamidopropane-1-sulfonic acid	-0.5995999999999997	83.47	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33864090>
bumetanide	3	2471	C17H20N2O5S	364.4	CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2	3-(butylamino)-4-phenoxy-5-sulfamoylbenzoic acid	3.036500000000001	118.72	<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x7f0d33864810>
